object,,,,,,
位置 X軸, Y軸, Z軸, 回転 X軸, Y軸, Z軸, タイプ
-1173.19,85,6278.53,0,0,0,0
-3199.38,85,6448.54,0,0,0,0
-1011.22,85,6580.76,0,0,0,0
-1718.39,85,5839.99,0,0,0,0
-963.31,85,6410.83,0,0,0,0
-1752.87,85,7454.62,0,0,0,0
-1933.81,85,6748.23,0,0,0,0
-687.07,85,6577.36,0,0,0,0
-2703.17,85,7380.64,0,0,0,0
-3135.68,85,6571.83,0,0,0,0
-1370.37,85,7300.17,0,0,0,0
-2222.52,85,6643.98,0,0,0,0
-1457.19,85,5476.17,0,0,0,0
-1462.27,85,6479.07,0,0,0,0
-1450.94,85,6586.77,0,0,0,0
-2393.94,85,5686.13,0,0,0,0
-2733.11,85,5733.25,0,0,0,0
-1843.69,85,7090.7,0,0,0,0
-492.37,85,6534.04,0,0,0,0
-1434.4,85,7428.43,0,0,0,0
-965.76,85,5998.96,0,0,0,0
-1858.87,85,5315.85,0,0,0,0
-1187.91,85,6725.15,0,0,0,0
-2684.76,85,7006.39,0,0,0,0
-1782.61,85,6542.1,0,0,0,0
-1791.87,85,5836.72,0,0,0,0
-1900.94,85,8544.79,0,0,0,0
-2133.37,85,5995.52,0,0,0,0
-1495.84,85,6656.32,0,0,0,0
-3021.87,85,6083.94,0,0,0,0
-4053.03,85,5243.93,0,0,0,0
-4285.91,85,5095.76,0,0,0,0
-5007.29,85,5682.67,0,0,0,0
-4027.07,85,5351.87,0,0,0,0
-3056.91,85,6831.37,0,0,0,0
-5128.87,85,7084.82,0,0,0,0
-3128.09,85,5878.27,0,0,0,0
-3930.47,85,5726.84,0,0,0,0
-4783.51,85,6379.79,0,0,0,0
-5327.81,85,6480.37,0,0,0,0
-4123.93,85,7105.99,0,0,0,0
-5728.58,85,5769.31,0,0,0,0
-4753.61,85,6687.07,0,0,0,0
-3446.42,85,7206.1,0,0,0,0
-5461.69,85,6885.99,0,0,0,0
-3904.55,85,6659.14,0,0,0,0
-3439.44,85,5985.5,0,0,0,0
-4235.26,85,6065.88,0,0,0,0
-4045.8,85,7093.72,0,0,0,0
-4466.62,85,6292.09,0,0,0,0
-2663.45,85,6336.67,0,0,0,0
-4563.38,85,6093.29,0,0,0,0
-4292.37,85,5300.7,0,0,0,0
-4029.49,85,6318.67,0,0,0,0
-3939.77,85,7561.76,0,0,0,0
-5160.61,85,6265.34,0,0,0,0
-4629.27,85,5281.1,0,0,0,0
-5596.98,85,7488.03,0,0,0,0
-4173.76,85,6447.93,0,0,0,0
-4285.88,85,5833.21,0,0,0,0
-5800.39,85,6360.8,0,0,0,0
-4799.59,85,7189.79,0,0,0,0
-3629.08,85,6807.55,0,0,0,0
-4531.96,85,5627.66,0,0,0,0
-2723.13,85,5619.25,0,0,0,0
-4860.47,85,6404.44,0,0,0,0
-4829.62,85,6854.08,0,0,0,0
-3861.38,85,5934.56,0,0,0,0
-5576.61,85,6408.16,0,0,0,0
-3605.98,85,7031.36,0,0,0,0
-2871.14,85,6032.61,0,0,0,0
-3461.9,85,6532.14,0,0,0,0
-5202.68,85,6193.38,0,0,0,0
-3035.86,85,6451.09,0,0,0,0
-3027.34,85,6336.11,0,0,0,0
-4327.14,85,6288.9,0,0,0,0
-4225.51,85,5127.65,0,0,0,0
-5209.87,85,6486.45,0,0,0,0
-7189.34,85,6379.94,0,0,0,0
-5475.63,85,7167.06,0,0,0,0
-5169.37,85,6893.96,0,0,0,0
-6683.15,85,7194.49,0,0,0,0
-6635.62,85,5978.23,0,0,0,0
-6144.35,85,5901.75,0,0,0,0
-6295.81,85,6939.01,0,0,0,0
-6163.08,85,4315.19,0,0,0,0
-5851.81,85,5452.78,0,0,0,0
-5202.26,85,5334.38,0,0,0,0
-5813.82,85,4432.04,0,0,0,0
-6884.66,85,6622.33,0,0,0,0
-6615.02,85,4249.98,0,0,0,0
-6607.2,85,6735.94,0,0,0,0
-6407.01,85,6464.3,0,0,0,0
-7249.92,85,6395.69,0,0,0,0
-6076.38,85,6096.88,0,0,0,0
-5623.11,85,5924.4,0,0,0,0
-6340.43,85,6709.27,0,0,0,0
-6583.7,85,6690.97,0,0,0,0
-6664.04,85,6090.28,0,0,0,0
-6121.21,85,6021.01,0,0,0,0
-5878.13,85,5814.03,0,0,0,0
-5861.43,85,5433.34,0,0,0,0
-6499.9,85,6641.24,0,0,0,0
-6005.34,85,5888.36,0,0,0,0
-6177.16,85,5922.5,0,0,0,0
-5954.14,85,5405.15,0,0,0,0
-7591.77,85,5870.86,0,0,0,0
-6762.08,85,4560.17,0,0,0,0
-6472.59,85,6345.32,0,0,0,0
-6472.61,85,6075.55,0,0,0,0
-5633,85,5915.85,0,0,0,0
-6592.85,85,5673.83,0,0,0,0
-5889.82,85,6780.23,0,0,0,0
-6533.03,85,4310.89,0,0,0,0
-6249.38,85,5589.4,0,0,0,0
-5598.97,85,5857.99,0,0,0,0
-7707.13,85,6243.93,0,0,0,0
-8277.32,85,3989.33,0,0,0,0
-6851.23,85,3088.76,0,0,0,0
-8002.32,85,4302.39,0,0,0,0
-7410.62,85,2879.73,0,0,0,0
-6260.6,85,4592.07,0,0,0,0
-7165.63,85,4278.69,0,0,0,0
-7101.9,85,4072.3,0,0,0,0
-7145.41,85,4473.64,0,0,0,0
-6998.1,85,3692.79,0,0,0,0
-7101,85,3282.71,0,0,0,0
-7209.1,85,3452.81,0,0,0,0
-7729.23,85,2862.86,0,0,0,0
-7424.3,85,4463.74,0,0,0,0
-7095.38,85,2408.49,0,0,0,0
-7253.03,85,3790.45,0,0,0,0
-7339.38,85,3868.94,0,0,0,0
-7309.61,85,3572.08,0,0,0,0
-7347.1,85,2286.67,0,0,0,0
-6138.14,85,3788.89,0,0,0,0
-7631.25,85,4551.34,0,0,0,0
-7881.54,85,2734.69,0,0,0,0
-7316.62,85,3528.5,0,0,0,0
-7358.62,85,3914.17,0,0,0,0
-6260.84,85,3031.23,0,0,0,0
-6499.67,85,4568.97,0,0,0,0
-7186.71,85,3584.98,0,0,0,0
-8044.83,85,4803.8,0,0,0,0
-7193.91,85,5757.31,0,0,0,0
-7652.19,85,3910.97,0,0,0,0
-7480.56,85,3261.31,0,0,0,0
-7298.64,85,4541.41,0,0,0,0
-7975.88,85,3627.21,0,0,0,0
-8554.69,85,3137.48,0,0,0,0
-7751.38,85,4139.52,0,0,0,0
-7640.4,85,3770.65,0,0,0,0
-7041.47,85,2581.92,0,0,0,0
-7265.76,85,3776.07,0,0,0,0
-7970.02,85,4396.07,0,0,0,0
-7114.89,85,3556.77,0,0,0,0
-7951.67,85,3359.43,0,0,0,0
-7958.64,85,3565.41,0,0,0,0
-7798.27,85,4741.32,0,0,0,0
-7370.46,85,3056.07,0,0,0,0
-7310.47,85,3835.8,0,0,0,0
-7121.99,85,3690.89,0,0,0,0
-7236.66,85,2972.77,0,0,0,0
-8143.32,85,3844.91,0,0,0,0
-6620.71,85,2848.84,0,0,0,0
-4923.41,85,754.68,0,0,0,0
-7899.54,85,804.46,0,0,0,0
-5666.61,85,159.64,0,0,0,0
-5826.24,85,743.61,0,0,0,0
-6090.32,85,1283.46,0,0,0,0
-6059.1,85,838.38,0,0,0,0
-7761.68,85,753.07,0,0,0,0
-5823.7,85,1239.65,0,0,0,0
-5072.52,85,1332.95,0,0,0,0
-7767.84,85,549.17,0,0,0,0
-7474.36,85,564.68,0,0,0,0
-5470.33,85,564.6,0,0,0,0
-6408.63,85,-275.87,0,0,0,0
-7493.72,85,-102.79,0,0,0,0
-6189.45,85,-503.6,0,0,0,0
-5641.82,85,1223.03,0,0,0,0
-6580.51,85,-609.91,0,0,0,0
-6521.41,85,-981.46,0,0,0,0
-6849.34,85,2608.21,0,0,0,0
-7269.09,85,475.45,0,0,0,0
-6289.46,85,1117.81,0,0,0,0
-7283.81,85,504.49,0,0,0,0
-7484.89,85,16.09,0,0,0,0
-6529.62,85,1317.86,0,0,0,0
-7583.3,85,-389.2,0,0,0,0
-5904.55,85,767.94,0,0,0,0
-6010.58,85,1480.06,0,0,0,0
-4771.17,85,796.4,0,0,0,0
-6568.75,85,1337.23,0,0,0,0
-7327.6,85,586.79,0,0,0,0
-6673.76,85,-1598.07,0,0,0,0
-6634.93,85,-1382.72,0,0,0,0
-6631.98,85,-2250.54,0,0,0,0
-6341.16,85,-643.91,0,0,0,0
-6571.98,85,-2141.51,0,0,0,0
-7717.6,85,-959.88,0,0,0,0
-6380.91,85,-605.7,0,0,0,0
-6278.33,85,-971.7,0,0,0,0
-6364.1,85,-1391.78,0,0,0,0
-7346.86,85,-2813.68,0,0,0,0
-6394.64,85,-1462.68,0,0,0,0
-6762.23,85,-1754.97,0,0,0,0
-7953.28,85,-968.07,0,0,0,0
-6520.96,85,-1531.02,0,0,0,0
-6951.14,85,-2060.04,0,0,0,0
-6583.09,85,-3521.42,0,0,0,0
-6643.42,85,-2489.91,0,0,0,0
-6380.68,85,-1734.66,0,0,0,0
-5973.99,85,-1147.67,0,0,0,0
-6880.04,85,-2337.51,0,0,0,0
-6396.1,85,-1654.28,0,0,0,0
-6490.83,85,-646.08,0,0,0,0
-6107.31,85,-828.7,0,0,0,0
-6657.18,85,-2180.35,0,0,0,0
-7550.84,85,-2607.25,0,0,0,0
-6878.57,85,-1923.74,0,0,0,0
-6632.7,85,-2046.89,0,0,0,0
-6652.6,85,-1388.32,0,0,0,0
-8183.88,85,-1867.54,0,0,0,0
-6524.32,85,-2850.82,0,0,0,0
-6297.6,85,160.14,0,0,0,0
-6092.31,85,-1953.28,0,0,0,0
-6403.29,85,-2731.65,0,0,0,0
-7013.59,85,-4332.24,0,0,0,0
-7584.63,85,-3933.31,0,0,0,0
-5407.38,85,-3884.52,0,0,0,0
-6747.86,85,-4074.16,0,0,0,0
-7254.75,85,-3954.28,0,0,0,0
-5402.96,85,-3860.1,0,0,0,0
-5378.54,85,-3933.38,0,0,0,0
-5794.97,85,-4597.26,0,0,0,0
-4923.54,85,-3935.6,0,0,0,0
-6939.03,85,-3599.85,0,0,0,0
-6785.53,85,-3920.67,0,0,0,0
-5395.27,85,-4940.07,0,0,0,0
-6819.47,85,-2580.33,0,0,0,0
-7169.77,85,-4487.37,0,0,0,0
-6526.51,85,-3400.19,0,0,0,0
-7013.04,85,-3354.65,0,0,0,0
-5076.02,85,-3782.8,0,0,0,0
-6457.46,85,-4263.54,0,0,0,0
-6386.3,85,-4142.46,0,0,0,0
-7095.69,85,-4693.39,0,0,0,0
-6153.7,85,-3621.94,0,0,0,0
-7401.61,85,-4352.14,0,0,0,0
-6306.92,85,-5264.97,0,0,0,0
-6665.28,85,-3456.09,0,0,0,0
-7492.68,85,-4311.31,0,0,0,0
-6757.88,85,-3851.25,0,0,0,0
-6902.16,85,-4233.08,0,0,0,0
-6715.48,85,-3113.33,0,0,0,0
-6820.68,85,-4723.08,0,0,0,0
-7294.73,85,-4283.23,0,0,0,0
-6925.47,85,-2772.64,0,0,0,0
-6463.36,85,-2859.94,0,0,0,0
-6943.51,85,-4013.34,0,0,0,0
-7171.09,85,-3119.49,0,0,0,0
-6943.14,85,-4530.94,0,0,0,0
-7791.11,85,-6798.13,0,0,0,0
-6845.53,85,-6468.61,0,0,0,0
-6068.39,85,-6554.86,0,0,0,0
-6861.24,85,-6174.39,0,0,0,0
-7070.63,85,-7374.8,0,0,0,0
-7019.98,85,-5912.14,0,0,0,0
-7265.57,85,-6036.99,0,0,0,0
-6842.69,85,-8136.88,0,0,0,0
-7667.37,85,-6242.1,0,0,0,0
-7364.73,85,-7324.36,0,0,0,0
-7286.75,85,-6283.84,0,0,0,0
-7408.53,85,-5532.74,0,0,0,0
-6971.75,85,-6618.97,0,0,0,0
-7300.06,85,-6243.29,0,0,0,0
-6851.09,85,-7019.77,0,0,0,0
-7820.3,85,-6106.59,0,0,0,0
-8143.41,85,-6070.38,0,0,0,0
-6806.64,85,-6914.41,0,0,0,0
-6846.28,85,-5918.61,0,0,0,0
-6881.8,85,-7631.82,0,0,0,0
-7897.11,85,-7082.02,0,0,0,0
-7409.18,85,-6738.77,0,0,0,0
-7757.24,85,-6505.08,0,0,0,0
-5769.54,85,-5209.93,0,0,0,0
-6613.23,85,-4459.39,0,0,0,0
-6914.97,85,-7294.85,0,0,0,0
-6260.45,85,-6725.88,0,0,0,0
-6429.79,85,-6415.14,0,0,0,0
-6701.62,85,-6304.1,0,0,0,0
-6721.45,85,-7460.11,0,0,0,0
-6493.53,85,-6495.73,0,0,0,0
-6652.3,85,-7677.46,0,0,0,0
-6629.35,85,-6245.24,0,0,0,0
-7653.99,85,-5398.83,0,0,0,0
-7089.13,85,-8226.77,0,0,0,0
-8459.93,85,-6091.14,0,0,0,0
-7682.54,85,-6445.29,0,0,0,0
-7293.5,85,-7551.77,0,0,0,0
-7177.62,85,-8095.14,0,0,0,0
-6652.1,85,-9521.53,0,0,0,0
-6836.58,85,-10061.85,0,0,0,0
-6864.47,85,-8511.37,0,0,0,0
-6698.17,85,-9261.48,0,0,0,0
-7785.14,85,-7706.79,0,0,0,0
-6909.4,85,-6902.92,0,0,0,0
-7670.74,85,-7932.72,0,0,0,0
-7949.19,85,-8481.5,0,0,0,0
-6357.81,85,-8197.5,0,0,0,0
-6662.16,85,-6945.87,0,0,0,0
-6725.8,85,-9208.53,0,0,0,0
-6793.37,85,-9157.37,0,0,0,0
-6496.29,85,-9532.58,0,0,0,0
-7140.37,85,-8780.03,0,0,0,0
-7252.53,85,-8487.03,0,0,0,0
-7850.82,85,-8265.71,0,0,0,0
-7105.7,85,-8600.71,0,0,0,0
-6140.86,85,-8771.74,0,0,0,0
-6752.8,85,-8672.64,0,0,0,0
-7271.36,85,-9515.55,0,0,0,0
-7866.51,85,-8094.03,0,0,0,0
-7703.76,85,-8891.61,0,0,0,0
-7309.24,85,-8446.71,0,0,0,0
-7124.29,85,-7686,0,0,0,0
-6747.18,85,-9478.84,0,0,0,0
-7168.71,85,-8058.56,0,0,0,0
-6910.92,85,-9999.1,0,0,0,0
-7005.42,85,-9043.04,0,0,0,0
-7095.29,85,-7251.12,0,0,0,0
-6523.85,85,-8360.39,0,0,0,0
-7116.69,85,-9700.59,0,0,0,0
-6729.76,85,-7586.76,0,0,0,0
-6927.02,85,-8190.89,0,0,0,0
-6613.7,85,-8923.65,0,0,0,0
-5102.11,85,-10602.56,0,0,0,0
-6539.77,85,-10439.58,0,0,0,0
-7025.88,85,-10091.05,0,0,0,0
-6117.47,85,-10616.63,0,0,0,0
-6246.09,85,-11020.5,0,0,0,0
-5956.91,85,-10622.01,0,0,0,0
-5543.82,85,-10695.89,0,0,0,0
-6430.48,85,-9734.07,0,0,0,0
-7336.75,85,-10815.15,0,0,0,0
-6212.97,85,-9802.62,0,0,0,0
-6332.41,85,-10628.3,0,0,0,0
-6424.82,85,-11097.77,0,0,0,0
-4979.14,85,-9817.45,0,0,0,0
-6527.07,85,-10815.48,0,0,0,0
-7838.34,85,-10503.02,0,0,0,0
-5760.51,85,-11080.69,0,0,0,0
-5605.98,85,-10535.47,0,0,0,0
-5323.61,85,-10813.52,0,0,0,0
-6393.5,85,-9218.6,0,0,0,0
-6125.04,85,-9501.98,0,0,0,0
-7191.66,85,-10686.55,0,0,0,0
-6311.38,85,-9697.79,0,0,0,0
-4686.23,85,-9991.79,0,0,0,0
-5976.64,85,-8853.45,0,0,0,0
-4992.06,85,-11049.51,0,0,0,0
-5914.83,85,-11039.56,0,0,0,0
-5896.09,85,-11094.18,0,0,0,0
-6696.16,85,-10657.46,0,0,0,0
-7120.45,85,-10576.06,0,0,0,0
-4306.72,85,-10134.99,0,0,0,0
-5123.92,85,-10651.65,0,0,0,0
-6011.34,85,-10649.2,0,0,0,0
-6060.51,85,-10498.91,0,0,0,0
-5489.63,85,-11068.79,0,0,0,0
-4774.05,85,-10354.08,0,0,0,0
-5818.28,85,-10593.79,0,0,0,0
-7041.14,85,-10423.65,0,0,0,0
-5755.61,85,-10646.69,0,0,0,0
-4544.54,85,-10560.14,0,0,0,0
-5728.38,85,-9313.28,0,0,0,0
-6870.83,85,-10996.99,0,0,0,0
-5745.33,85,-9781.97,0,0,0,0
-5440.74,85,-10381.14,0,0,0,0
-5626.24,85,-9696.63,0,0,0,0
-5201.94,85,-9508.38,0,0,0,0
-2780.94,85,-9696.06,0,0,0,0
-3773.98,85,-9229.73,0,0,0,0
-4679.23,85,-9990.67,0,0,0,0
-3706.09,85,-11168.55,0,0,0,0
-3823.15,85,-9958.93,0,0,0,0
-3714.93,85,-11002.81,0,0,0,0
-4313.49,85,-10340.25,0,0,0,0
-3446.94,85,-10909.16,0,0,0,0
-2612.52,85,-10623.11,0,0,0,0
-3637.06,85,-11070,0,0,0,0
-4926.83,85,-10186.04,0,0,0,0
-4907.99,85,-10226.48,0,0,0,0
-5489.32,85,-10181.02,0,0,0,0
-3034.87,85,-10737.48,0,0,0,0
-3049.12,85,-9244.18,0,0,0,0
-4214.41,85,-10399.54,0,0,0,0
-3938.17,85,-10188.34,0,0,0,0
-2826.2,85,-10284.75,0,0,0,0
-3508.99,85,-9199.26,0,0,0,0
-2501.86,85,-10034.96,0,0,0,0
-2928.97,85,-10745.2,0,0,0,0
-2446.43,85,-9913.03,0,0,0,0
-4975.49,85,-9845.04,0,0,0,0
-3560.83,85,-10616.83,0,0,0,0
-3901.82,85,-10174.71,0,0,0,0
-1956.62,85,-10416.44,0,0,0,0
-3333.11,85,-9674.23,0,0,0,0
-3518.46,85,-9839.4,0,0,0,0
-3206.81,85,-9537.92,0,0,0,0
-4037.36,85,-11001.41,0,0,0,0
-2511.25,85,-10125.71,0,0,0,0
-4537.02,85,-10190.03,0,0,0,0
-3280.8,85,-10955.9,0,0,0,0
-3859.9,85,-10809.89,0,0,0,0
-2900.14,85,-10626.8,0,0,0,0
-3542.56,85,-9298.07,0,0,0,0
-2857.95,85,-10757.58,0,0,0,0
-3200.17,85,-8982.81,0,0,0,0
-4222.02,85,-9556.19,0,0,0,0
-4596.3,85,-10287.27,0,0,0,0
-4491.83,85,-9631.84,0,0,0,0
-1576.32,85,-10894.88,0,0,0,0
-812.56,85,-9470.55,0,0,0,0
-1587.75,85,-9304.22,0,0,0,0
-36.67,85,-10030.06,0,0,0,0
-1777.23,85,-9071.05,0,0,0,0
-3540.59,85,-10383.61,0,0,0,0
-1315.12,85,-10386.6,0,0,0,0
-2385.83,85,-8620.86,0,0,0,0
-1712.63,85,-10417.99,0,0,0,0
-2174.32,85,-10896.27,0,0,0,0
-2114.71,85,-9554.27,0,0,0,0
-2133.76,85,-10210.4,0,0,0,0
-835.02,85,-10018.47,0,0,0,0
-2311.75,85,-9882.21,0,0,0,0
-2380.19,85,-11041.21,0,0,0,0
-845.88,85,-10342.91,0,0,0,0
180.79,85,-10378.4,0,0,0,0
-1924.73,85,-10314.25,0,0,0,0
-3219.28,85,-11001.03,0,0,0,0
-1886.23,85,-10031.48,0,0,0,0
-2212.98,85,-9268.22,0,0,0,0
-1628.49,85,-10657,0,0,0,0
-1545.06,85,-10373.8,0,0,0,0
-1563.77,85,-11108.02,0,0,0,0
-1733.14,85,-10074.98,0,0,0,0
-2296.98,85,-10263.68,0,0,0,0
-1768.14,85,-10279.79,0,0,0,0
-590,85,-10893.37,0,0,0,0
-1987.96,85,-10177.2,0,0,0,0
-1742.27,85,-10575.3,0,0,0,0
-2104.79,85,-10044.6,0,0,0,0
-1603.57,85,-9564.28,0,0,0,0
-1733.45,85,-9288.5,0,0,0,0
-2259.15,85,-8760.85,0,0,0,0
-2575.07,85,-10327.3,0,0,0,0
-1901.48,85,-10778.51,0,0,0,0
-1489.76,85,-9201.95,0,0,0,0
-637.78,85,-10501.27,0,0,0,0
-363.47,85,-9505.47,0,0,0,0
-2501.37,85,-10380.08,0,0,0,0
-1464.75,85,-9412.62,0,0,0,0
-2330.6,85,-9925.33,0,0,0,0
-1700.23,85,-9528.37,0,0,0,0
674.33,85,-10692.08,0,0,0,0
2386.15,85,-10302.73,0,0,0,0
361.99,85,-11226.63,0,0,0,0
-766.64,85,-9029.75,0,0,0,0
2313.67,85,-9927.78,0,0,0,0
493.89,85,-9526,0,0,0,0
229.81,85,-10222.17,0,0,0,0
2138.71,85,-9968.46,0,0,0,0
764.06,85,-9319.53,0,0,0,0
338.59,85,-11194.63,0,0,0,0
1465.89,85,-10609.29,0,0,0,0
-98.74,85,-10820.05,0,0,0,0
-124.86,85,-9276.61,0,0,0,0
-578.49,85,-10536.9,0,0,0,0
-325,85,-10401.19,0,0,0,0
57.75,85,-9844.33,0,0,0,0
-118.79,85,-10569.97,0,0,0,0
756.36,85,-10050.45,0,0,0,0
1187.05,85,-10959.52,0,0,0,0
1090.74,85,-11132.27,0,0,0,0
832.84,85,-10300.43,0,0,0,0
522.61,85,-10590.61,0,0,0,0
-554.01,85,-10960.97,0,0,0,0
1100.13,85,-9516.38,0,0,0,0
1251.79,85,-9900.56,0,0,0,0
1387.38,85,-9997.49,0,0,0,0
1026.58,85,-10702.56,0,0,0,0
820.89,85,-10009.16,0,0,0,0
72.6,85,-10456.21,0,0,0,0
292.54,85,-9826.63,0,0,0,0
1135.2,85,-10288.23,0,0,0,0
136.2,85,-9259.43,0,0,0,0
86.29,85,-10136.7,0,0,0,0
612,85,-11148.03,0,0,0,0
1291.97,85,-10017.67,0,0,0,0
564.65,85,-10851.77,0,0,0,0
701.92,85,-9060.51,0,0,0,0
627.69,85,-8782.64,0,0,0,0
2218.55,85,-10154.73,0,0,0,0
93.34,85,-11180.15,0,0,0,0
244.91,85,-10020.69,0,0,0,0
630.19,85,-9692.64,0,0,0,0
73.43,85,-9677.82,0,0,0,0
801.16,85,-10509.82,0,0,0,0
-71.3,85,-10074.47,0,0,0,0
2643.07,85,-9948.32,0,0,0,0
2503.18,85,-9831.03,0,0,0,0
2891.76,85,-9891.85,0,0,0,0
3032.26,85,-11133.45,0,0,0,0
3680.94,85,-11215.65,0,0,0,0
3121.49,85,-10626.6,0,0,0,0
3213.42,85,-10538.87,0,0,0,0
2448.92,85,-10109.93,0,0,0,0
3027.18,85,-10767.53,0,0,0,0
3774.09,85,-9816.37,0,0,0,0
3081.06,85,-9732.72,0,0,0,0
2519.13,85,-10396.91,0,0,0,0
3922.8,85,-9819.12,0,0,0,0
1749.07,85,-10089.1,0,0,0,0
3270.79,85,-9787.82,0,0,0,0
3559.99,85,-9651.23,0,0,0,0
2270.08,85,-10764.13,0,0,0,0
2407.47,85,-10191.14,0,0,0,0
2990.97,85,-9592.46,0,0,0,0
2675.31,85,-9978.99,0,0,0,0
3536.04,85,-10225.79,0,0,0,0
2349,85,-10014.28,0,0,0,0
3985.51,85,-10227.82,0,0,0,0
2420.2,85,-9589.66,0,0,0,0
3786.05,85,-9725.89,0,0,0,0
2839.16,85,-10581.21,0,0,0,0
3105.49,85,-10884.37,0,0,0,0
3388.01,85,-9539.06,0,0,0,0
2682.06,85,-9003.02,0,0,0,0
1307.87,85,-9841.16,0,0,0,0
3181.92,85,-9959.19,0,0,0,0
2426.55,85,-10864.09,0,0,0,0
2934.98,85,-9904.77,0,0,0,0
2208.27,85,-9817.48,0,0,0,0
2435.54,85,-10700.63,0,0,0,0
2944.35,85,-10481.79,0,0,0,0
2401,85,-9512.99,0,0,0,0
1263.75,85,-10513.24,0,0,0,0
3531.93,85,-10386.32,0,0,0,0
7323.03,85,-10472.49,0,0,0,0
8870.7,85,-10377.34,0,0,0,0
8755.22,85,-10036.53,0,0,0,0
9215.05,85,-9700.25,0,0,0,0
7755.27,85,-10597.68,0,0,0,0
8531.99,85,-10003.93,0,0,0,0
9051.83,85,-10097.85,0,0,0,0
9680.48,85,-9900.89,0,0,0,0
9266.24,85,-9955.65,0,0,0,0
8311.06,85,-10668.86,0,0,0,0
10056.52,85,-9391.03,0,0,0,0
8518.39,85,-10220.5,0,0,0,0
9497.12,85,-9732.25,0,0,0,0
8403.34,85,-10894.72,0,0,0,0
10201.6,85,-9839.27,0,0,0,0
8357.89,85,-10876.05,0,0,0,0
7689.36,85,-10762.57,0,0,0,0
8506.39,85,-10877.93,0,0,0,0
8694.19,85,-10711.59,0,0,0,0
10281.26,85,-10276.51,0,0,0,0
9572.88,85,-10044.39,0,0,0,0
8928.05,85,-10781.02,0,0,0,0
3316.64,85,-9634.5,0,0,0,0
2420.94,85,-9964.81,0,0,0,0
2945.28,85,-7859.39,0,0,0,0
3560.44,85,-9104.24,0,0,0,0
3119.11,85,-9030.79,0,0,0,0
3173.52,85,-10619.47,0,0,0,0
3414.06,85,-8968.47,0,0,0,0
3729.19,85,-8973.8,0,0,0,0
3773.6,85,-8928.36,0,0,0,0
1280.89,85,-9401.51,0,0,0,0
2481.01,85,-10606.31,0,0,0,0
3548.87,85,-8504.92,0,0,0,0
2157.1,85,-9757.32,0,0,0,0
2995.86,85,-9489.82,0,0,0,0
2657.29,85,-9488,0,0,0,0
3200.95,85,-9159.16,0,0,0,0
3002.91,85,-8546.58,0,0,0,0
3450.14,85,-10791.96,0,0,0,0
3129.11,85,-9617.09,0,0,0,0
2292.06,85,-9179.25,0,0,0,0
2560.65,85,-10084.99,0,0,0,0
3324.15,85,-9458.76,0,0,0,0
1851.51,85,-9094.67,0,0,0,0
2923.23,85,-8474.98,0,0,0,0
3328.33,85,-11139.27,0,0,0,0
2778.97,85,-8557.41,0,0,0,0
3354.54,85,-9124.84,0,0,0,0
3272.86,85,-9361.26,0,0,0,0
2320.34,85,-9506.48,0,0,0,0
3489.51,85,-9716.05,0,0,0,0
2183.57,85,-8914.57,0,0,0,0
3170.79,85,-8098.49,0,0,0,0
1758.21,85,-9522.28,0,0,0,0
2749.02,85,-9385.54,0,0,0,0
3017.51,85,-9692.2,0,0,0,0
3521.89,85,-9867.99,0,0,0,0
3107.92,85,-9495.29,0,0,0,0
3978.53,85,-9965.07,0,0,0,0
3572.78,85,-8163.99,0,0,0,0
1462.8,85,-9711.25,0,0,0,0
2636.46,85,-9928.78,0,0,0,0
2342.52,85,-9332.97,0,0,0,0
2339.2,85,-11138.51,0,0,0,0
2817.84,85,-8997.71,0,0,0,0
3058.64,85,-10407.78,0,0,0,0
2834.84,85,-9549.2,0,0,0,0
2857.71,85,-9849.66,0,0,0,0
2229.63,85,-9535.73,0,0,0,0
-61.57,85,-8947.83,0,0,0,0
1819.38,85,-9129.57,0,0,0,0
1638.08,85,-10134.28,0,0,0,0
1163.84,85,-7957.64,0,0,0,0
455.16,85,-10104.56,0,0,0,0
2526.29,85,-9109.46,0,0,0,0
1071.26,85,-8405.4,0,0,0,0
1334.08,85,-8810.92,0,0,0,0
1382.2,85,-10692.19,0,0,0,0
2846.61,85,-9128.28,0,0,0,0
237.13,85,-8676.71,0,0,0,0
1493.27,85,-10537.43,0,0,0,0
1746.55,85,-8586,0,0,0,0
814.59,85,-9193.07,0,0,0,0
1743.68,85,-9624.25,0,0,0,0
1103.21,85,-8208.29,0,0,0,0
1263.34,85,-8236.75,0,0,0,0
2754.77,85,-9268,0,0,0,0
1336.01,85,-9142.83,0,0,0,0
2316.44,85,-9330.99,0,0,0,0
1135.37,85,-10211.84,0,0,0,0
633.83,85,-10733.9,0,0,0,0
154.99,85,-10570.32,0,0,0,0
1663.91,85,-8873.42,0,0,0,0
-12.77,85,-9150.6,0,0,0,0
1134.13,85,-8650.93,0,0,0,0
635.61,85,-9453.88,0,0,0,0
1806.57,85,-9477.94,0,0,0,0
77.82,85,-9039.05,0,0,0,0
1107.62,85,-8619.96,0,0,0,0
1141.52,85,-9155.36,0,0,0,0
411.93,85,-8205.57,0,0,0,0
2034.37,85,-9330.33,0,0,0,0
364.4,85,-9455,0,0,0,0
1057,85,-9341.69,0,0,0,0
383.71,85,-9385,0,0,0,0
914.37,85,-9402.17,0,0,0,0
