object
位置 X軸, Y軸, Z軸, タイプ
-3439.44, 180.00, 5985.50, 0
-4235.26, 180.00, 6065.88, 0
-4045.80, 180.00, 7093.72, 0
-4466.62, 177.55, 6292.09, 0
-2663.45, 180.00, 6336.67, 0
-4563.38, 175.00, 6093.29, 0
-4292.37, 185.00, 5300.70, 0
-4029.49, 180.00, 6318.67, 0
-3939.77, 170.00, 7561.76, 0
-5160.61, 175.00, 6265.34, 0
-4629.27, 185.00, 5281.10, 0
-5596.98, 164.10, 7488.03, 0
-4173.76, 180.00, 6447.93, 0
-4285.88, 185.00, 5833.21, 0
-5800.39, 165.00, 6360.80, 0
-4799.59, 175.00, 7189.79, 0
-3629.08, 180.00, 6807.55, 0
-4531.96, 185.00, 5627.66, 0
-2723.13, 185.00, 5619.25, 0
-4860.47, 175.00, 6404.44, 0
-4829.62, 175.00, 6854.08, 0
-3861.38, 180.00, 5934.56, 0
-5576.61, 165.00, 6408.16, 0
-3605.98, 180.00, 7031.36, 0
-2871.14, 180.00, 6032.61, 0
-3461.90, 180.00, 6532.14, 0
-5202.68, 175.00, 6193.38, 0
-3035.86, 180.00, 6451.09, 0
-3027.34, 180.00, 6336.11, 0
-4327.14, 180.00, 6288.90, 0
-4225.51, 185.21, 5127.65, 0
-5209.87, 175.00, 6486.45, 0
-7189.34, 140.00, 6379.94, 0
-5475.63, 172.44, 7167.06, 0
-5169.37, 175.00, 6893.96, 0
-6683.15, 140.00, 7194.49, 0
-6635.62, 145.00, 5978.23, 0
-6144.35, 160.00, 5901.75, 0
-6295.81, 150.42, 6939.01, 0
-6163.08, 180.00, 4315.19, 0
-5851.81, 170.00, 5452.78, 0
-5202.26, 175.00, 5334.38, 0
-5813.82, 185.00, 4432.04, 0
-6884.66, 140.00, 6622.33, 0
-6615.02, 180.00, 4249.98, 0
-6607.20, 150.00, 6735.94, 0
-6407.01, 154.30, 6464.30, 0
-7249.92, 140.00, 6395.69, 0
-6076.38, 160.00, 6096.88, 0
-5623.11, 165.00, 5924.40, 0
-6340.43, 154.07, 6709.27, 0
-6583.70, 150.00, 6690.97, 0
-6664.04, 145.00, 6090.28, 0
-6121.21, 157.88, 6021.01, 0
-5878.13, 165.78, 5814.03, 0
-5861.43, 170.00, 5433.34, 0
-6499.90, 150.00, 6641.24, 0
-6005.34, 160.00, 5888.36, 0
-6177.16, 157.28, 5922.50, 0
-5954.14, 170.00, 5405.15, 0
-7591.77, 140.82, 5870.86, 0
-6762.08, 175.00, 4560.17, 0
-6472.59, 152.74, 6345.32, 0
-6472.61, 155.00, 6075.55, 0
-5633.00, 165.00, 5915.85, 0
-6592.85, 157.62, 5673.83, 0
-5889.82, 165.00, 6780.23, 0
-6533.03, 175.00, 4310.89, 0
-6249.38, 166.06, 5589.40, 0
-5598.97, 165.00, 5857.99, 0
-7707.13, 135.61, 6243.93, 0
-8277.32, 155.00, 3989.33, 0
-6851.23, 185.00, 3088.76, 0
-8002.32, 154.76, 4302.39, 0
-7410.62, 183.94, 2879.73, 0
-6260.60, 180.00, 4592.07, 0
-7165.63, 175.00, 4278.69, 0
-7101.90, 175.00, 4072.30, 0
-7145.41, 170.00, 4473.64, 0
-6998.10, 179.66, 3692.79, 0
-7101.00, 180.00, 3282.71, 0
-7209.10, 179.72, 3452.81, 0
-7729.23, 175.00, 2862.86, 0
-7424.30, 160.00, 4463.74, 0
-7095.38, 195.00, 2408.49, 0
-7253.03, 175.00, 3790.45, 0
-7339.38, 173.11, 3868.94, 0
-7309.61, 175.00, 3572.08, 0
-7347.10, 190.00, 2286.67, 0
-6138.14, 190.00, 3788.89, 0
-7631.25, 155.00, 4551.34, 0
-7881.54, 175.00, 2734.69, 0
-7316.62, 175.00, 3528.50, 0
-7358.62, 169.14, 3914.17, 0
-6260.84, 195.00, 3031.23, 0
-6499.67, 175.00, 4568.97, 0
-7186.71, 175.00, 3584.98, 0
-8044.83, 150.00, 4803.80, 0
-7193.91, 145.00, 5757.31, 0
-7652.19, 165.00, 3910.97, 0
-7480.56, 175.00, 3261.31, 0
-7298.64, 165.86, 4541.41, 0
-7975.88, 165.13, 3627.21, 0
-8554.69, 165.78, 3137.48, 0
-7751.38, 165.00, 4139.52, 0
-7640.40, 167.94, 3770.65, 0
-7041.47, 190.00, 2581.92, 0
-7265.76, 175.00, 3776.07, 0
-7970.02, 153.39, 4396.07, 0
-7114.89, 175.00, 3556.77, 0
-7951.67, 170.00, 3359.43, 0
-7958.64, 165.00, 3565.41, 0
-7798.27, 155.00, 4741.32, 0
-7370.46, 185.00, 3056.07, 0
-7310.47, 175.00, 3835.80, 0
-7121.99, 175.00, 3690.89, 0
-7236.66, 185.00, 2972.77, 0
-8143.32, 155.00, 3844.91, 0
-6620.71, 190.12, 2848.84, 0
-4923.41, 210.00, 754.68, 0
-7899.54, 195.00, 804.46, 0
-5666.61, 205.70, 159.64, 0
-5826.24, 205.00, 743.61, 0
-6090.32, 220.00, 1283.46, 0
-6059.10, 209.09, 838.38, 0
-7761.68, 195.00, 753.07, 0
-6330.80, 200.00, -61.31, 0
-5823.70, 220.00, 1239.65, 0
-5072.52, 225.00, 1332.95, 0
-7767.84, 195.00, 549.17, 0
-7474.36, 195.00, 564.68, 0
-5470.33, 210.00, 564.60, 0
-6408.63, 197.59, -275.87, 0
-7493.72, 190.00, -102.79, 0
-6189.45, 205.00, -503.60, 0
-5641.82, 220.00, 1223.03, 0
-6580.51, 200.96, -609.91, 0
-6521.41, 205.00, -981.46, 0
-6849.34, 195.00, 2608.21, 0
-7269.09, 195.00, 475.45, 0
-6289.46, 210.00, 1117.81, 0
-7283.81, 195.00, 504.49, 0
-7484.89, 185.00, 16.09, 0
-6529.62, 210.00, 1317.86, 0
-7583.30, 195.00, -389.20, 0
-5904.55, 210.00, 767.94, 0
-6010.58, 220.00, 1480.06, 0
-4771.17, 210.00, 796.40, 0
-6568.75, 210.00, 1337.23, 0
-7327.60, 195.00, 586.79, 0
-6673.76, 200.00, -1598.07, 0
-6634.93, 200.00, -1382.72, 0
-6631.98, 195.00, -2250.54, 0
-6341.16, 205.00, -643.91, 0
-6571.98, 195.00, -2141.51, 0
-7717.60, 195.00, -959.88, 0
-6380.91, 205.00, -605.70, 0
-6278.33, 205.00, -971.70, 0
-6364.10, 205.00, -1391.78, 0
-7346.86, 185.00, -2813.68, 0
-6394.64, 205.00, -1462.68, 0
-6762.23, 200.00, -1754.97, 0
-7953.28, 195.00, -968.07, 0
-6520.96, 200.00, -1531.02, 0
-6951.14, 190.00, -2060.04, 0
-6583.09, 179.55, -3521.42, 0
-6643.42, 191.67, -2489.91, 0
-6380.68, 200.00, -1734.66, 0
-5973.99, 207.60, -1147.67, 0
-6880.04, 190.00, -2337.51, 0
-6396.10, 200.00, -1654.28, 0
-6490.83, 201.31, -646.08, 0
-6107.31, 212.14, -828.70, 0
-6657.18, 195.00, -2180.35, 0
-7550.84, 185.00, -2607.25, 0
-6878.57, 195.00, -1923.74, 0
-6632.70, 195.00, -2046.89, 0
-6652.60, 200.00, -1388.32, 0
-8183.88, 185.00, -1867.54, 0
-6524.32, 185.00, -2850.82, 0
-6297.60, 200.00, 160.14, 0
-6092.31, 205.00, -1953.28, 0
-6403.29, 190.33, -2731.65, 0
-7013.59, 166.78, -4332.24, 0
-7584.63, 168.21, -3933.31, 0
-5407.38, 185.00, -3884.52, 0
-6747.86, 175.00, -4074.16, 0
-7254.75, 170.00, -3954.28, 0
-5402.96, 185.00, -3860.10, 0
-5378.54, 185.00, -3933.38, 0
-5794.97, 175.00, -4597.26, 0
-4923.54, 185.00, -3935.60, 0
-6939.03, 175.00, -3599.85, 0
-6785.53, 175.00, -3920.67, 0
-5395.27, 175.00, -4940.07, 0
-6819.47, 190.00, -2580.33, 0
-7169.77, 165.00, -4487.37, 0
-6526.51, 180.00, -3400.19, 0
-7013.04, 175.00, -3354.65, 0
-5076.02, 185.00, -3782.80, 0
-6457.46, 175.00, -4263.54, 0
-6386.30, 175.00, -4142.46, 0
-7095.69, 165.00, -4693.39, 0
-6153.70, 180.00, -3621.94, 0
-7401.61, 165.00, -4352.14, 0
-6306.92, 165.00, -5264.97, 0
-6665.28, 177.86, -3456.09, 0
-7492.68, 165.00, -4311.31, 0
-6757.88, 175.00, -3851.25, 0
-6902.16, 170.00, -4233.08, 0
-6715.48, 185.00, -3113.33, 0
-6820.68, 165.00, -4723.08, 0
-7294.73, 165.00, -4283.23, 0
-6925.47, 190.00, -2772.64, 0
-6463.36, 185.00, -2859.94, 0
-6943.51, 170.00, -4013.34, 0
-7171.09, 178.05, -3119.49, 0
-6943.14, 165.00, -4530.94, 0
-7791.11, 146.08, -6798.13, 0
-6845.53, 153.59, -6468.61, 0
-6068.39, 155.00, -6554.86, 0
-6861.24, 155.00, -6174.39, 0
-7070.63, 145.00, -7374.80, 0
-7019.98, 155.00, -5912.14, 0
-7265.57, 155.00, -6036.99, 0
-6842.69, 140.00, -8136.88, 0
-7667.37, 150.00, -6242.10, 0
-7364.73, 145.00, -7324.36, 0
-7286.75, 150.00, -6283.84, 0
-7408.53, 155.00, -5532.74, 0
-6971.75, 150.00, -6618.97, 0
-7300.06, 150.00, -6243.29, 0
-6851.09, 150.00, -7019.77, 0
-7820.30, 150.00, -6106.59, 0
-8143.41, 150.00, -6070.38, 0
-6806.64, 150.00, -6914.41, 0
-6846.28, 155.00, -5918.61, 0
-6881.80, 145.00, -7631.82, 0
-7897.11, 145.00, -7082.02, 0
-7409.18, 150.00, -6738.77, 0
-7757.24, 150.00, -6505.08, 0
-5769.54, 167.05, -5209.93, 0
-6613.23, 170.00, -4459.39, 0
-6914.97, 150.00, -7294.85, 0
-6260.45, 155.00, -6725.88, 0
-6429.79, 155.00, -6415.14, 0
-6701.62, 155.00, -6304.10, 0
-6721.45, 150.00, -7460.11, 0
-6493.53, 155.00, -6495.73, 0
-6652.30, 145.00, -7677.46, 0
-6629.35, 155.00, -6245.24, 0
-7653.99, 155.00, -5398.83, 0
-7089.13, 135.00, -8226.77, 0
-8459.93, 150.00, -6091.14, 0
-7682.54, 150.00, -6445.29, 0
-7293.50, 145.00, -7551.77, 0
-7177.62, 135.00, -8095.14, 0
-6652.10, 120.00, -9521.53, 0
-6836.58, 115.00, -10061.85, 0
-6864.47, 133.86, -8511.37, 0
-6698.17, 120.00, -9261.48, 0
-7785.14, 140.81, -7706.79, 0
-6909.40, 150.00, -6902.92, 0
-7670.74, 135.00, -7932.72, 0
-7949.19, 126.85, -8481.50, 0
-6357.81, 140.00, -8197.50, 0
-6662.16, 150.00, -6945.87, 0
-6725.80, 120.00, -9208.53, 0
-6793.37, 120.00, -9157.37, 0
-6496.29, 120.00, -9532.58, 0
-7140.37, 125.00, -8780.03, 0
-7252.53, 135.00, -8487.03, 0
-7850.82, 130.00, -8265.71, 0
-7105.70, 134.29, -8600.71, 0
-6140.86, 130.00, -8771.74, 0
-6752.80, 130.00, -8672.64, 0
-7271.36, 115.00, -9515.55, 0
-7866.51, 135.00, -8094.03, 0
-7703.76, 120.00, -8891.61, 0
-7309.24, 135.00, -8446.71, 0
-7124.29, 145.00, -7686.00, 0
-6747.18, 120.00, -9478.84, 0
-7168.71, 137.27, -8058.56, 0
-6910.92, 115.00, -9999.10, 0
-7005.42, 120.00, -9043.04, 0
-7095.29, 150.00, -7251.12, 0
-6523.85, 137.92, -8360.39, 0
-7116.69, 115.00, -9700.59, 0
-6729.76, 145.00, -7586.76, 0
-6927.02, 135.91, -8190.89, 0
-6613.70, 125.00, -8923.65, 0
-5102.11, 115.00, -10602.56, 0
-6539.77, 110.00, -10439.58, 0
-7025.88, 113.31, -10091.05, 0
-6117.47, 110.00, -10616.63, 0
-6246.09, 110.00, -11020.50, 0
-5956.91, 110.00, -10622.01, 0
-5543.82, 110.00, -10695.89, 0
-6430.48, 115.00, -9734.07, 0
-7336.75, 105.00, -10815.15, 0
-6212.97, 115.00, -9802.62, 0
-6332.41, 110.00, -10628.30, 0
-6424.82, 107.74, -11097.77, 0
-4979.14, 120.00, -9817.45, 0
-6527.07, 110.00, -10815.48, 0
-7838.34, 110.00, -10503.02, 0
-5760.51, 110.00, -11080.69, 0
-5605.98, 115.00, -10535.47, 0
-5323.61, 110.00, -10813.52, 0
-6393.50, 120.00, -9218.60, 0
-6125.04, 120.00, -9501.98, 0
-7191.66, 110.00, -10686.55, 0
-6311.38, 120.00, -9697.79, 0
-4686.23, 120.00, -9991.79, 0
-5976.64, 130.00, -8853.45, 0
-4992.06, 109.21, -11049.51, 0
-5914.83, 110.00, -11039.56, 0
-5896.09, 110.00, -11094.18, 0
-6696.16, 110.00, -10657.46, 0
-7120.45, 110.00, -10576.06, 0
-4306.72, 120.00, -10134.99, 0
-5123.92, 114.83, -10651.65, 0
-6011.34, 110.00, -10649.20, 0
-6060.51, 110.00, -10498.91, 0
-5489.63, 110.00, -11068.79, 0
-4774.05, 115.00, -10354.08, 0
-5818.28, 110.00, -10593.79, 0
-7041.14, 110.00, -10423.65, 0
-5755.61, 110.00, -10646.69, 0
-4544.54, 115.00, -10560.14, 0
-5728.38, 125.00, -9313.28, 0
-6870.83, 105.30, -10996.99, 0
-5745.33, 120.00, -9781.97, 0
-5440.74, 115.00, -10381.14, 0
-5626.24, 120.00, -9696.63, 0
-5201.94, 124.16, -9508.38, 0
-2780.94, 120.00, -9696.06, 0
-3773.98, 130.00, -9229.73, 0
-4679.23, 120.00, -9990.67, 0
-3706.09, 105.00, -11168.55, 0
-3823.15, 119.11, -9958.93, 0
-3714.93, 105.00, -11002.81, 0
-4313.49, 115.00, -10340.25, 0
-3446.94, 105.00, -10909.16, 0
-2612.52, 110.00, -10623.11, 0
-3637.06, 105.00, -11070.00, 0
-4926.83, 115.00, -10186.04, 0
-4907.99, 115.00, -10226.48, 0
-5489.32, 115.00, -10181.02, 0
-3034.87, 110.00, -10737.48, 0
-3049.12, 125.58, -9244.18, 0
-4214.41, 111.44, -10399.54, 0
-3938.17, 111.17, -10188.34, 0
-2826.20, 110.00, -10284.75, 0
-3508.99, 130.07, -9199.26, 0
-2501.86, 115.00, -10034.96, 0
-2928.97, 110.00, -10745.20, 0
-2446.43, 115.00, -9913.03, 0
-4975.49, 120.00, -9845.04, 0
-3560.83, 110.00, -10616.83, 0
-3901.82, 112.53, -10174.71, 0
-1956.62, 105.00, -10416.44, 0
-3333.11, 120.00, -9674.23, 0
-3518.46, 115.00, -9839.40, 0
-3206.81, 125.00, -9537.92, 0
-4037.36, 105.00, -11001.41, 0
-2511.25, 115.00, -10125.71, 0
-4537.02, 115.00, -10190.03, 0
-3280.80, 105.00, -10955.90, 0
-3859.90, 109.01, -10809.89, 0
-2900.14, 110.00, -10626.80, 0
-3542.56, 130.00, -9298.07, 0
-2857.95, 110.00, -10757.58, 0
-3200.17, 135.00, -8982.81, 0
-4222.02, 125.00, -9556.19, 0
-4596.30, 115.00, -10287.27, 0
-4491.83, 125.00, -9631.84, 0
-1576.32, 100.00, -10894.88, 0
-812.56, 115.00, -9470.55, 0
-1587.75, 120.00, -9304.22, 0
-36.67, 100.00, -10030.06, 0
-1777.23, 130.00, -9071.05, 0
-3540.59, 110.00, -10383.61, 0
-1315.12, 105.00, -10386.60, 0
-2385.83, 135.00, -8620.86, 0
-1712.63, 105.00, -10417.99, 0
-2174.32, 100.00, -10896.27, 0
-2114.71, 124.57, -9554.27, 0
-2133.76, 108.38, -10210.40, 0
-835.02, 105.00, -10018.47, 0
-2311.75, 115.00, -9882.21, 0
-2380.19, 100.00, -11041.21, 0
-845.88, 105.00, -10342.91, 0
180.79, 95.00, -10378.40, 0
-1924.73, 105.00, -10314.25, 0
-3219.28, 105.00, -11001.03, 0
-1886.23, 110.00, -10031.48, 0
-2212.98, 128.18, -9268.22, 0
-1628.49, 104.30, -10657.00, 0
-1545.06, 105.00, -10373.80, 0
-1563.77, 100.00, -11108.02, 0
-1733.14, 110.00, -10074.98, 0
-2296.98, 110.00, -10263.68, 0
-1768.14, 105.00, -10279.79, 0
-590.00, 95.00, -10893.37, 0
-1987.96, 107.28, -10177.20, 0
-1742.27, 105.00, -10575.30, 0
-2104.79, 115.00, -10044.60, 0
-1603.57, 115.00, -9564.28, 0
-1733.45, 120.00, -9288.50, 0
-2259.15, 135.00, -8760.85, 0
-2575.07, 110.00, -10327.30, 0
-1901.48, 100.00, -10778.51, 0
-1489.76, 124.80, -9201.95, 0
-637.78, 95.00, -10501.27, 0
-363.47, 105.00, -9505.47, 0
-2501.37, 110.00, -10380.08, 0
-1464.75, 120.00, -9412.62, 0
-2330.60, 115.00, -9925.33, 0
-1700.23, 117.16, -9528.37, 0
674.33, 80.00, -10692.08, 0
2386.15, 45.00, -10302.73, 0
361.99, 75.00, -11226.63, 0
-766.64, 125.00, -9029.75, 0
2313.67, 50.00, -9927.78, 0
493.89, 97.40, -9526.00, 0
229.81, 95.00, -10222.17, 0
2138.71, 52.26, -9968.46, 0
764.06, 100.00, -9319.53, 0
338.59, 76.14, -11194.63, 0
1465.89, 59.07, -10609.29, 0
-98.74, 94.87, -10820.05, 0
-124.86, 110.00, -9276.61, 0
-578.49, 95.00, -10536.90, 0
-325.00, 95.00, -10401.19, 0
57.75, 100.00, -9844.33, 0
-118.79, 95.00, -10569.97, 0
756.36, 90.00, -10050.45, 0
1187.05, 65.00, -10959.52, 0
1090.74, 60.93, -11132.27, 0
832.84, 90.00, -10300.43, 0
522.61, 87.74, -10590.61, 0
-554.01, 95.00, -10960.97, 0
1100.13, 85.00, -9516.38, 0
1251.79, 80.00, -9900.56, 0
1387.38, 80.00, -9997.49, 0
1026.58, 72.34, -10702.56, 0
820.89, 90.00, -10009.16, 0
72.60, 95.00, -10456.21, 0
292.54, 100.00, -9826.63, 0
1135.20, 72.66, -10288.23, 0
136.20, 109.06, -9259.43, 0
86.29, 100.00, -10136.70, 0
612.00, 75.00, -11148.03, 0
1291.97, 80.00, -10017.67, 0
564.65, 80.00, -10851.77, 0
701.92, 103.95, -9060.51, 0
627.69, 111.74, -8782.64, 0
2218.55, 50.00, -10154.73, 0
93.34, 81.98, -11180.15, 0
244.91, 100.00, -10020.69, 0
630.19, 95.00, -9692.64, 0
73.43, 102.22, -9677.82, 0
801.16, 80.00, -10509.82, 0
-71.30, 100.00, -10074.47, 0
2643.07, 45.17, -9948.32, 0
2503.18, 50.00, -9831.03, 0
2891.76, 45.00, -9891.85, 0
3032.26, 35.00, -11133.45, 0
3680.94, 21.91, -11215.65, 0
3121.49, 35.00, -10626.60, 0
3213.42, 35.00, -10538.87, 0
2448.92, 45.11, -10109.93, 0
3027.18, 35.00, -10767.53, 0
3774.09, 35.00, -9816.37, 0
3081.06, 45.00, -9732.72, 0
2519.13, 45.00, -10396.91, 0
3922.80, 33.09, -9819.12, 0
1749.07, 65.00, -10089.10, 0
3270.79, 45.00, -9787.82, 0
3559.99, 44.75, -9651.23, 0
2270.08, 45.00, -10764.13, 0
2407.47, 45.00, -10191.14, 0
2990.97, 45.75, -9592.46, 0
2675.31, 45.00, -9978.99, 0
3536.04, 35.00, -10225.79, 0
2349.00, 50.00, -10014.28, 0
3985.51, 26.45, -10227.82, 0
2420.20, 55.00, -9589.66, 0
3786.05, 35.00, -9725.89, 0
2839.16, 45.00, -10581.21, 0
3105.49, 35.00, -10884.37, 0
3388.01, 45.00, -9539.06, 0
2682.06, 60.00, -9003.02, 0
1307.87, 80.00, -9841.16, 0
3181.92, 45.00, -9959.19, 0
2426.55, 45.00, -10864.09, 0
2934.98, 45.00, -9904.77, 0
2208.27, 58.25, -9817.48, 0
2435.54, 45.00, -10700.63, 0
2944.35, 45.00, -10481.79, 0
2401.00, 55.00, -9512.99, 0
1263.75, 68.68, -10513.24, 0
3531.93, 35.00, -10386.32, 0
7323.03, 0.00, -10472.49, 0
8870.70, 2.27, -10377.34, 0
8755.22, 5.00, -10036.53, 0
9215.05, 10.00, -9700.25, 0
7755.27, 0.00, -10597.68, 0
8531.99, 5.00, -10003.93, 0
9051.83, 5.00, -10097.85, 0
9680.48, 5.00, -9900.89, 0
9266.24, 10.00, -9955.65, 0
8311.06, 0.00, -10668.86, 0
10056.52, 5.00, -9391.03, 0
8518.39, 5.00, -10220.50, 0
9497.12, 5.00, -9732.25, 0
8403.34, 0.00, -10894.72, 0
10201.60, 5.00, -9839.27, 0
8357.89, 0.00, -10876.05, 0
7689.36, 0.00, -10762.57, 0
8506.39, 0.00, -10877.93, 0
8694.19, 0.00, -10711.59, 0
10281.26, 0.00, -10276.51, 0
9572.88, 5.00, -10044.39, 0
8928.05, 0.00, -10781.02, 0
3316.64, 45.00, -9634.50, 0
2420.94, 50.00, -9964.81, 0
2945.28, 80.47, -7859.39, 0
3560.44, 45.00, -9104.24, 0
3119.11, 53.09, -9030.79, 0
3173.52, 35.00, -10619.47, 0
3414.06, 50.00, -8968.47, 0
3729.19, 45.00, -8973.80, 0
3773.60, 45.00, -8928.36, 0
1280.89, 85.00, -9401.51, 0
2481.01, 45.00, -10606.31, 0
3548.87, 55.11, -8504.92, 0
2157.10, 60.00, -9757.32, 0
2995.86, 50.00, -9489.82, 0
2657.29, 54.27, -9488.00, 0
3200.95, 50.00, -9159.16, 0
3002.91, 64.71, -8546.58, 0
3450.14, 30.00, -10791.96, 0
3129.11, 45.00, -9617.09, 0
2292.06, 65.79, -9179.25, 0
2560.65, 45.00, -10084.99, 0
3324.15, 45.00, -9458.76, 0
1851.51, 80.00, -9094.67, 0
2923.23, 65.00, -8474.98, 0
3328.33, 30.00, -11139.27, 0
2778.97, 72.10, -8557.41, 0
3354.54, 47.52, -9124.84, 0
3272.86, 45.00, -9361.26, 0
2320.34, 64.35, -9506.48, 0
3489.51, 45.00, -9716.05, 0
2183.57, 80.00, -8914.57, 0
3170.79, 65.00, -8098.49, 0
1758.21, 75.00, -9522.28, 0
2749.02, 55.00, -9385.54, 0
3017.51, 45.00, -9692.20, 0
3521.89, 35.00, -9867.99, 0
3107.92, 45.00, -9495.29, 0
3978.53, 30.00, -9965.07, 0
3572.78, 60.00, -8163.99, 0
1462.80, 80.00, -9711.25, 0
2636.46, 46.35, -9928.78, 0
2342.52, 65.00, -9332.97, 0
2339.20, 45.00, -11138.51, 0
2817.84, 60.00, -8997.71, 0
3058.64, 43.27, -10407.78, 0
2834.84, 50.00, -9549.20, 0
2857.71, 45.00, -9849.66, 0
2229.63, 65.00, -9535.73, 0
-61.57, 120.00, -8947.83, 0
1819.38, 80.00, -9129.57, 0
1638.08, 65.00, -10134.28, 0
1163.84, 120.00, -7957.64, 0
455.16, 90.00, -10104.56, 0
2526.29, 65.00, -9109.46, 0
1071.26, 109.46, -8405.40, 0
1334.08, 93.91, -8810.92, 0
1382.20, 60.00, -10692.19, 0
2846.61, 57.17, -9128.28, 0
237.13, 122.33, -8676.71, 0
1493.27, 60.00, -10537.43, 0
1746.55, 90.34, -8586.00, 0
814.59, 100.00, -9193.07, 0
1743.68, 75.00, -9624.25, 0
1103.21, 115.00, -8208.29, 0
1263.34, 113.67, -8236.75, 0
2754.77, 55.00, -9268.00, 0
1336.01, 86.40, -9142.83, 0
2316.44, 65.00, -9330.99, 0
1135.37, 78.82, -10211.84, 0
633.83, 80.00, -10733.90, 0
154.99, 95.00, -10570.32, 0
1663.91, 88.61, -8873.42, 0
-12.77, 114.94, -9150.60, 0
1134.13, 100.00, -8650.93, 0
635.61, 99.61, -9453.88, 0
1806.57, 75.00, -9477.94, 0
77.82, 115.00, -9039.05, 0
1107.62, 103.00, -8619.96, 0
1141.52, 90.00, -9155.36, 0
411.93, 125.00, -8205.57, 0
2034.37, 75.00, -9330.33, 0
364.40, 103.56, -9455.00, 0
1057.00, 89.30, -9341.69, 0
383.71, 101.63, -9385.00, 0
914.37, 93.56, -9402.17, 0
2270.91, 65.00, -9542.70, 0
711.53, 95.00, -9775.45, 0
2222.88, 60.00, -9656.65, 0
2596.53, 55.35, -9381.47, 0
652.18, 125.00, -8125.40, 0
2132.02, 73.51, -9232.88, 0
1064.84, 96.21, -8837.90, 0
1409.98, 85.00, -9183.17, 0
761.49, 90.00, -10126.53, 0
1129.05, 100.00, -8682.08, 0
-514.31, 120.00, -8815.90, 0
905.58, 95.00, -9829.11, 0
1813.43, 75.40, -9445.95, 0
-1234.58, 130.00, -8528.10, 0
-987.24, 130.00, -8507.99, 0
-1364.94, 125.00, -9091.77, 0
-2945.44, 125.00, -9276.46, 0
-1143.56, 130.00, -8592.80, 0
-1896.22, 130.00, -9148.38, 0
-1277.31, 125.00, -8857.93, 0
-1711.84, 131.18, -8888.21, 0
-1588.67, 105.00, -10392.36, 0
-1784.37, 120.00, -9439.82, 0
-2166.11, 130.03, -8849.67, 0
-2415.21, 135.00, -8727.46, 0
-1997.75, 125.00, -9424.08, 0
-480.72, 107.33, -9476.71, 0
-1024.81, 125.00, -9023.55, 0
-1731.20, 135.00, -8471.87, 0
-2044.90, 140.00, -8361.19, 0
-1862.14, 120.07, -9511.41, 0
-2245.24, 130.00, -8912.15, 0
-700.69, 100.07, -10087.29, 0
-1038.62, 130.00, -8755.62, 0
-2030.29, 130.00, -9096.42, 0
-1600.28, 125.00, -8928.74, 0
-566.53, 135.00, -8013.26, 0
-1335.36, 140.00, -7920.24, 0
-1200.37, 110.00, -9930.69, 0
-1910.04, 133.08, -8819.16, 0
-1211.56, 125.00, -8905.75, 0
-2208.46, 125.00, -9400.40, 0
-766.00, 130.00, -8583.88, 0
-1882.92, 125.00, -9412.05, 0
-3268.91, 135.00, -8811.02, 0
-1783.98, 123.40, -9253.26, 0
-861.58, 120.00, -9336.63, 0
-810.69, 120.00, -9201.79, 0
-1611.72, 100.00, -10813.41, 0
-900.63, 105.00, -10332.15, 0
-950.09, 130.00, -8760.80, 0
-666.54, 130.00, -8593.74, 0
-2086.64, 130.00, -8924.54, 0
-1879.99, 110.00, -9806.29, 0
-1404.06, 120.00, -9262.15, 0
-1650.89, 135.00, -8796.48, 0
-3925.95, 130.00, -9367.27, 0
-4084.30, 120.00, -10034.09, 0
-2049.15, 140.00, -8332.50, 0
-3027.32, 140.00, -8590.08, 0
-4401.75, 120.00, -9776.44, 0
-1926.29, 140.00, -8349.48, 0
-2406.38, 130.00, -8974.57, 0
-3115.15, 140.00, -8579.37, 0
-3838.12, 119.13, -9958.72, 0
-3829.84, 110.00, -10504.11, 0
-4131.91, 120.00, -9839.69, 0
-3337.67, 135.00, -9106.42, 0
-2761.80, 130.00, -9080.07, 0
-3515.12, 130.00, -9229.15, 0
-3142.04, 135.00, -8843.82, 0
-1921.21, 130.00, -8891.63, 0
-3836.67, 110.00, -10396.20, 0
-2512.12, 125.00, -9364.44, 0
-3671.21, 110.00, -10704.88, 0
-6535.40, 145.00, -7783.67, 0
-4953.29, 165.00, -5796.19, 0
-6789.30, 150.00, -7231.65, 0
-6125.87, 155.00, -6678.11, 0
-6268.50, 150.00, -7069.66, 0
-5038.26, 160.00, -6005.41, 0
-3953.74, 185.00, -4820.13, 0
-4946.72, 180.00, -4788.16, 0
-4628.05, 165.00, -5600.85, 0
-5289.82, 180.00, -4435.72, 0
-4293.49, 185.00, -4883.72, 0
-5612.33, 180.00, -4373.00, 0
-6332.01, 175.00, -4468.79, 0
-5584.60, 172.45, -5125.48, 0
-5097.87, 185.00, -4038.55, 0
-5603.86, 180.00, -4497.39, 0
-5436.50, 175.00, -5095.87, 0
-5314.27, 175.00, -4984.58, 0
-4726.65, 180.00, -5007.80, 0
-5197.73, 165.00, -5553.54, 0
-5034.12, 185.00, -3975.06, 0
-4607.09, 170.18, -5497.04, 0
-4742.53, 185.00, -4077.94, 0
-4424.84, 185.00, -4738.68, 0
-4285.79, 180.00, -5218.35, 0
-4788.79, 184.93, -4711.96, 0
-5111.48, 168.23, -5467.66, 0
